score_if,score_db,score_ensemble,y_pred_if,y_pred_db,y_pred_ensemble,db_label,concordancia_if_db
0.3115506439132336,0.0,0.21808545073926353,0,0,0,0,1
0.317769753441528,0.0,0.2224388274090696,0,0,0,0,1
0.3176786834687835,0.0,0.2223750784281484,0,0,0,0,1
0.32051662964177574,0.0,0.224361640749243,0,0,0,0,1
0.32919308650630136,0.0,0.23043516055441093,0,0,0,0,1
0.3176505640123054,0.0,0.22235539480861377,0,0,0,0,1
0.32231568636691654,0.0,0.22562098045684156,0,0,0,0,1
0.3148907528709527,0.0,0.22042352700966686,0,0,0,0,1
0.31118222861487255,0.0,0.21782756003041076,0,0,0,0,1
0.3032956157614708,0.0,0.21230693103302956,0,0,0,0,1
0.3112066769282896,0.0,0.21784467384980272,0,0,0,0,1
0.296339600778615,0.0,0.20743772054503049,0,0,0,0,1
0.29175866536203,0.0,0.20423106575342098,0,0,0,0,1
0.2800028909741603,0.0,0.19600202368191222,0,0,0,0,1
0.28777908917250705,0.0,0.20144536242075492,0,0,0,0,1
0.28647427071566356,0.0,0.20053198950096449,0,0,0,0,1
0.284658262251284,0.0,0.19926078357589877,0,0,0,0,1
0.29573874645925546,0.0,0.2070171225214788,0,0,0,0,1
0.28433611347250604,0.0,0.19903527943075422,0,0,0,0,1
0.2893148517674604,0.0,0.2025203962372223,0,0,0,0,1
0.2878180105698873,0.0,0.20147260739892112,0,0,0,0,1
0.2955978083109738,0.0,0.20691846581768167,0,0,0,0,1
0.3002317337307268,0.0,0.21016221361150875,0,0,0,0,1
0.2908338195458535,0.0,0.20358367368209745,0,0,0,0,1
0.28959777701644074,0.0,0.2027184439115085,0,0,0,0,1
0.3384641096974911,0.0,0.23692487678824373,0,0,0,0,1
0.32431934599778023,0.0,0.22702354219844614,0,0,0,0,1
0.34283164740226796,0.0,0.23998215318158755,0,0,0,0,1
0.33335255278402387,0.0,0.2333467869488167,0,0,0,0,1
0.29909692320137293,0.0,0.20936784624096105,0,0,0,0,1
0.2446519632719054,0.0,0.17125637429033377,0,0,0,0,1
0.2509016391507727,0.0,0.17563114740554087,0,0,0,0,1
0.343443403440165,0.0,0.2404103824081155,0,0,0,0,1
0.25717709486606755,0.0,0.18002396640624727,0,0,0,0,1
0.25685144505639373,0.0,0.1797960115394756,0,0,0,0,1
0.2374657480164509,0.0,0.16622602361151562,0,0,0,0,1
0.22842545377801893,0.0,0.15989781764461325,0,0,0,0,1
0.21725695778785684,0.0,0.1520798704514998,0,0,0,0,1
0.23359831373344095,0.0,0.16351881961340867,0,0,0,0,1
0.21204789841339197,0.0,0.14843352888937436,0,0,0,0,1
0.21574149667796447,0.0,0.1510190476745751,0,0,0,0,1
0.22878871974914772,0.0,0.1601521038244034,0,0,0,0,1
0.22752696108867793,0.0,0.15926887276207455,0,0,0,0,1
0.2247732330498354,0.0,0.15734126313488478,0,0,0,0,1
0.2295943481958787,0.0,0.1607160437371151,0,0,0,0,1
0.22665721327927488,0.0,0.1586600492954924,0,0,0,0,1
0.2556795475952841,0.0,0.17897568331669886,0,0,0,0,1
0.2440847196788714,0.0,0.17085930377520997,0,0,0,0,1
0.23146787962784843,0.0,0.1620275157394939,0,0,0,0,1
0.24317986270545888,0.0,0.1702259038938212,0,0,0,0,1
0.2226023858163837,0.0,0.15582167007146858,0,0,0,0,1
0.2508772087036829,0.0,0.17561404609257802,0,0,0,0,1
0.22146843979170555,0.0,0.15502790785419387,0,0,0,0,1
0.23368134845883742,0.0,0.16357694392118619,0,0,0,0,1
0.2145278518563079,0.0,0.15016949629941553,0,0,0,0,1
0.21840174018967534,0.0,0.15288121813277272,0,0,0,0,1
0.2258268497142582,0.0,0.15807879479998074,0,0,0,0,1
0.23705337964134998,0.0,0.16593736574894496,0,0,0,0,1
0.21093116153033695,0.0,0.14765181307123584,0,0,0,0,1
0.21609884299782878,0.0,0.15126919009848014,0,0,0,0,1
0.18723405185397407,0.0,0.13106383629778184,0,0,0,0,1
0.18731489484568636,0.0,0.13112042639198046,0,0,0,0,1
0.19538201314908346,0.0,0.13676740920435843,0,0,0,0,1
0.2287026179450295,0.0,0.16009183256152063,0,0,0,0,1
0.22117724670856662,0.0,0.15482407269599663,0,0,0,0,1
0.21650904926190007,0.0,0.15155633448333003,0,0,0,0,1
0.22455850161773763,0.0,0.15719095113241632,0,0,0,0,1
0.21777747583533386,0.0,0.15244423308473368,0,0,0,0,1
0.22476804134134515,0.0,0.1573376289389416,0,0,0,0,1
0.24708949751936754,0.0,0.17296264826355726,0,0,0,0,1
0.22301471666946962,0.0,0.15611030166862871,0,0,0,0,1
0.22378138860547628,0.0,0.15664697202383338,0,0,0,0,1
0.2356842152641641,0.0,0.16497895068491486,0,0,0,0,1
0.19479120907881692,0.0,0.13635384635517184,0,0,0,0,1
0.21282680205573348,0.0,0.14897876143901342,0,0,0,0,1
0.20858353834634663,0.0,0.14600847684244264,0,0,0,0,1
0.20365624947994512,0.0,0.14255937463596158,0,0,0,0,1
0.2136446754698662,0.0,0.14955127282890635,0,0,0,0,1
0.250232428535493,0.0,0.17516269997484507,0,0,0,0,1
0.2655459820413051,0.0,0.18588218742891355,0,0,0,0,1
0.2727665629904547,0.0,0.19093659409331828,0,0,0,0,1
0.28805346611248306,0.0,0.20163742627873812,0,0,0,0,1
0.23157745088831266,0.0,0.16210421562181884,0,0,0,0,1
0.25192206615125745,0.0,0.1763454463058802,0,0,0,0,1
0.25327623594490906,0.0,0.17729336516143632,0,0,0,0,1
0.24202752168187763,0.0,0.16941926517731434,0,0,0,0,1
0.2455890144984027,0.0,0.1719123101488819,0,0,0,0,1
0.2437932387687982,0.0,0.17065526713815873,0,0,0,0,1
0.20600302589571348,0.0,0.14420211812699943,0,0,0,0,1
0.24530180272348553,0.0,0.17171126190643987,0,0,0,0,1
0.18009737738290776,0.0,0.12606816416803543,0,0,0,0,1
0.2551292966996015,0.0,0.17859050768972104,0,0,0,0,1
0.3045875062399649,0.0,0.21321125436797542,0,0,0,0,1
0.30653553928674937,0.0,0.21457487750072454,0,0,0,0,1
0.2902115946732774,0.0,0.20314811627129417,0,0,0,0,1
0.27152564717074884,0.0,0.19006795301952417,0,0,0,0,1
0.26414132377708555,0.0,0.18489892664395988,0,0,0,0,1
0.3106901148899357,0.0,0.21748308042295497,0,0,0,0,1
0.25083152770811723,0.0,0.17558206939568205,0,0,0,0,1
0.2670816206900238,0.0,0.18695713448301662,0,0,0,0,1
0.21690246277432768,0.0,0.15183172394202937,0,0,0,0,1
0.20958342166063468,0.0,0.14670839516244427,0,0,0,0,1
0.22605776688106394,0.0,0.15824043681674474,0,0,0,0,1
0.25048925991214754,0.0,0.17534248193850327,0,0,0,0,1
0.27629837915035904,0.0,0.19340886540525132,0,0,0,0,1
0.29041960055786176,0.0,0.20329372039050322,0,0,0,0,1
0.2889413562152108,0.0,0.20225894935064753,0,0,0,0,1
0.3201708644773571,0.0,0.22411960513414994,0,0,0,0,1
